activity
950.1040183991855
949.620018027095
951.0538688001253
952.1624227465753
951.9732139797685
953.7491025708591
955.0436909497753
953.8807650026725
951.9702240465931
954.3180460224579
957.6229363877211
955.9654860306108
952.3137107309499
954.0383357981691
957.1705871584526
957.409557896787
957.7999219915904
957.819336799963
956.6965839638077
956.7280111909292
955.1834406898254
954.7646129580523
957.0838395818296
958.9356619383667
957.7576150957335
957.1275426579357
957.1369207743273
958.309830727364
956.6026842562849
954.6743485877824
954.7212523412527
955.0650287988688
955.6260825149077
956.5246167059289
955.8629062968209
954.9049949306682
953.9794064544383
956.0042761328207
958.5241575671467
959.6919964881457
960.5720510481311
954.7264682599199
954.1904667592981
957.1768567980627
957.5748340266784
955.0465096532976
952.7526777042439
956.3585502853304
957.0701543810839
954.2707602951459
953.9426842795788
956.381534573397
956.1221216487705
956.6753778298321
955.741003955241
956.0437379821317
954.2931518651822
955.3203585548415
958.2785483868721
956.2442347345391
954.0407066702907
950.3020915934243
950.04328455834
950.1849178245756
950.2626692586487
954.3047823100893
955.1599953988463
956.094329758902
956.5336128484788
958.3297065386491
960.3729373044613
957.7666639243306
957.9656591243943
959.1369226384577
958.1585690860129
958.3013087592384
958.5730107043612
960.66606929926
958.3171277448935
956.2174833941016
958.9060128653363
958.5537012680828
953.5780968333407
953.9813031521355
956.4844435949815
955.9090329310957
957.4264964609438
959.3141585010509
957.2666074793729
954.7760590017945
950.0818507448496
949.5051361012971
948.9806333304646
950.3825431874135
954.0583301530604
954.715443704555
954.7548001817718
956.5904610933474
954.9362640996483
955.3188965170332
