activity
1067.835038781662
1061.954160763559
1057.0457581529781
1055.3238952526924
1060.1243055353898
1063.0225618219247
1061.2416696998555
1060.8310481506398
1065.7775373976697
1066.2654591182684
1063.9719421413874
1064.2186062918738
1064.6688592147877
1068.7363423196764
1067.6359576031755
1062.6042039246806
1061.7826316199505
1062.5940238529702
1064.463459807715
1065.7061756014507
1064.1873190316792
1063.7296589670354
1063.350350001576
1065.6086419044539
1068.608141789741
1069.5738178210088
1067.2078248112043
1063.1822901858889
1050.0456546886414
1043.097451863535
1042.0835217858885
1047.1928668567236
1054.0792295447234
1057.8187851903726
1059.439328521222
1060.3626508959335
1064.5289338758923
1064.3289283874124
1065.6231143198333
1067.9021715431156
1068.5706375952057
1068.9534412121477
1070.1890030997688
1071.0565883156876
1071.4287307132513
1070.2786611691488
1068.0658757062301
1066.8597651205973
1065.905180809253
1065.6296224751309
1064.163590854583
1064.4043546152468
1064.9724507314556
1064.1970686028446
1064.6787100801992
1064.4240310225082
1064.528237477952
1063.9077595748452
1061.3627416472375
1061.6670295618458
1063.4347787555128
1063.8633926951518
1063.0935690882832
1063.2818750913646
1066.164000269244
1068.5290309837126
1068.6132318255961
1066.243123737053
1065.0278333603878
1064.566843247411
1065.5106777069122
1064.4818193897797
1060.4068784960386
1061.1001363148066
1063.8482238818322
1064.1064988852518
1063.1488124376272
1062.0548219203972
1062.0230788360961
1064.554827217494
1068.639644300208
1064.462928012924
1059.5523982231798
1060.029202900294
1061.8973093680615
1062.4003745784187
1063.1798591239879
1060.8496229829773
1060.0936766877933
1062.0896544791974
1064.7938183288552
1066.9591854229236
1067.0422213809795
1068.6735652107955
1068.2235908470575
1067.6966328564547
1066.4003070830895
1067.6849713563984
1070.0957870700024
1072.210899556336
