activity
1034.2893314085566
1030.4847020158577
1033.35566307647
1034.3242563172298
1032.3534198911082
1033.6962454431457
1034.2404881421025
1034.7766105341752
1037.126688058998
1035.8839168302873
1036.6182050666187
1036.69687338546
1034.491519460898
1035.62714817317
1036.4505472912142
1035.3499193783339
1034.9864939053768
1034.95237343832
1039.3816138009124
1038.4637762727139
1036.5521497851992
1035.8683592329862
1035.4428399741175
1036.5429821863993
1037.8834854824493
1039.6742635897565
1037.4866832714772
1036.7076650456368
1041.5720172539216
1041.2163933468307
1037.6328639735339
1035.2645271418296
1035.9765945757717
1038.1185342159195
1038.0087507024757
1036.9158939991742
1038.3489991499898
1038.7534815016784
1037.8737411141883
1038.584518405915
1039.05586048064
1038.2658684568983
1040.5694401493981
1039.4677345883144
1038.255365181452
1037.187582771557
1037.9321617893224
1039.3890359131858
1035.1799848813732
1031.5862254392168
1031.2262454048816
1031.473846463199
1034.1286707574018
1036.1002660907088
1036.6557557941535
1038.109032697958
1038.2876794494073
1037.2626842266266
1037.7576890273929
1041.4929087689127
1038.9936149132911
1036.0579038916183
1035.9666984260737
1037.3755185469558
1040.6505066149455
1041.8262663391831
1040.5518638589838
1039.900767028319
1041.924226078678
1040.918309782539
1039.0476035704623
1038.711073768157
1036.7885038390284
1033.1902516663345
1032.770500102075
1033.151532221734
1036.43108891098
1038.85077340285
1035.2898442855355
1034.221667243904
1036.2507118511478
1035.109892213727
1034.4176322573248
1038.5163381843763
1039.4626802664595
1037.4315714316715
1036.5779678076474
1041.5630773272771
1040.184264396507
1036.163255387099
1034.4127297169068
1035.3525300190518
1038.1814020871602
1037.2589807595616
1035.3976849965845
1037.5465458702636
1038.4520132113396
1038.4937986409693
1039.2560753742991
1036.4751965965968
